description,hashtags,likes,comments,reposts,type,links/tags,link
"#𝗕𝗿𝗲𝗮𝗸𝗶𝗻𝗴 WEBINAR in 2 days!\n\nAttackers will be leveraging quantum computing very soon to crack today’s encryption. Every organization should take steps to protect against the Y2Q Quantum Threat. With “Steal Now, Crack Later"", data and security are already at risk.  The need to transition to TrUE Quantum-Secure cryptography is now. \n\n𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 𝗔𝗴𝗲𝗻𝗱𝗮 #𝟴: 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗻𝗲𝘁𝘄𝗼𝗿𝗸𝘀, 𝗽𝗿𝗼𝗱𝘂𝗰𝘁𝘀, 𝘀𝘆𝘀𝘁𝗲𝗺𝘀, 𝗽𝗿𝗼𝗰𝗲𝘀𝘀𝗲𝘀, 𝗮𝗻𝗱 𝗲𝗺𝗽𝗹𝗼𝘆𝗲𝗲𝘀 𝗳𝗼𝗿 𝘁𝗵𝗲 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁\n\nJoin Quantropi Inc. CTO  Michael Redding along with The Quantum Insider and Quantum Strategy Institute - 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗳𝗼𝗿 𝗬𝟮𝗤 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗟𝗼𝗼𝗺𝗶𝗻𝗴 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁 𝘁𝗼 𝗖𝘆𝗯𝗲𝗿𝘀𝗲𝗰𝘂𝗿𝗶𝘁𝘆 on November 16th 11 am EST.  Register now:  https://bit.ly/3BosAmh \n\nEvan Kubes, Brian Lenahan, Maria Perepechaenko, Randy Kuang, James Nguyen, Michael Redding, Ken Dobell, Colin Osing, Raj Narula, P.Eng.  #quantum #community #security #registration #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi ","['#𝗕𝗿𝗲𝗮𝗸𝗶𝗻𝗴', '#𝟴:', '#quantum\u202f', '#community\u202f', '#security\u202f', '#registration\u202f', '#quantumtechnology\u202f', '#Y2Q\u202f', '#QuantumThreat\u202f', '#BringItOn\u202f', '#Quantropi']",12,0,0,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/the-quantum-insider/', 'www.linkedin.com/company/quantum-strategy-institute/', 'bit.ly/3BosAmh', 'www.linkedin.com/in/ACoAAAUsOQQBAukIR8mz2P2yBtTwdtLzWVcCamo', 'www.linkedin.com/in/ACoAAAK5Is0BXhlwpBNueZFZ5ZevCiDXQBj20ow', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6997970112993492992
"What a great quantum security showcase! \n\nDon’t forget to pop by booth #430 to visit Nick Kuang, Daniela Maré, and Larry LaCasse at IQT New York - this week only.\n\n#IQT22 #InsideQuantumTech #QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#430', '#IQT22', '#InsideQuantumTech', '#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",34,0,2,Image,"['www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc', 'www.linkedin.com/in/ACoAACiFTaQBXk2bqiWnhmZAQwvzREJFKDsRkLw', 'www.linkedin.com/in/ACoAAAFb5YwBphJvFR3NswhW192SweycfUrHJCc']",https://www.linkedin.com/feed/update/urn:li:activity:6990722310102003712
"Here is a gentle reminder that starting today, we’re exhibiting live at IQT, New York!  Join our team onsite, and do not forget to pick up your Icons of Cryptography collectable trading cards, experience a quantum encryption photo booth, and watch our TrUE quantum-secure technology showcases, including QiSpace™ SEQUR™ for live quantum entropy distribution Also, make sure to attend our CTO Michael Redding’s special panel “PQC Products: Who will use them and when?” on Oct. 25th at 1:35 PM.Learn More: https://bit.ly/3Vxfqge\n\nRegister today using the code 𝗜𝗤𝗧𝗦𝗣𝗘𝗖𝗜𝗔𝗟 for a 10% discount on your tickets: https://bit.ly/3eEtT9y James Nguyen Michael Redding Ken Dobell Colin Osing Raj Narula, P.Eng., Randy Kuang #IQT22 #InsideQuantumTech #QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#IQT22', '#InsideQuantumTech', '#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",13,0,0,Image,"['www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'bit.ly/3Vxfqge', 'bit.ly/3eEtT9y', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6990678053710393345
"As we approach the end of Cybersecurity Awareness Month... here is another fact: Fact #4 \n\nAs organizations and governments prepare data, networks, and systems for the Y2Q Quantum Threat to cryptography, one thing is clear... you need QiSpace™ for all 3 prerequisites for end-to-end, quantum-secure cryptographic integrity – Trust, Uncertainty, and Entropy (TrUE)! \n\n#October #CybersecurityAwarnessMonth #Fact4 #quantumsecurity #cybersecurity #Y2Q #datasecurity #cryptography #QuantumThreat #BringItOn #Quantropi","['#4', '#October', '#CybersecurityAwarnessMonth', '#Fact4', '#quantumsecurity', '#cybersecurity', '#Y2Q', '#datasecurity', '#cryptography', '#QuantumThreat', '#BringItOn', '#Quantropi']",6,0,0,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:6992228601270009856
"What an honour to receive IEEE2022 Outstanding Information &amp; Communications Technology Company Recognition Award!\n\nWe’re delighted and humbled to be recognized for inventing and delivering novel cryptographic solutions that preserve truth and trust, leading to a next-generation tech for quantum-secure data communications.\n\nMany thanks to the Awards and Recognition Committee at IEEE!\n\nRandy Kuang James Nguyen Michael Redding Ken Dobell Raj Narula, P.Eng. \n\n#IEEEAwards #Ottawa #Recognition #quantumsecurity #cybersecurity #Y2Q #datasecurity #cryptography #QuantumThreat #BringItOn #Quantropi","['#IEEEAwards', '#Ottawa', '#Recognition', '#quantumsecurity', '#cybersecurity', '#Y2Q', '#datasecurity', '#cryptography', '#QuantumThreat', '#BringItOn', '#Quantropi']",55,9,6,Image,"['www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6989940717380845568
"It is just a matter of time before malicious groups get their hands on a quantum computer that can crack today’s public-key encryption. And with “Steal Now, Crack Later” the threat is now. Preparing now for the Y2Q Quantum Threat is vital for all organizations \n\n𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 𝗔𝗴𝗲𝗻𝗱𝗮 #𝟰: “𝗦𝘁𝗲𝗮𝗹 𝗡𝗼𝘄 𝗖𝗿𝗮𝗰𝗸 𝗟𝗮𝘁𝗲𝗿”\n\nJoin Quantropi Inc. CTO Michael Redding along with The Quantum Insider and Quantum Strategy Institute - 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗳𝗼𝗿 𝗬𝟮𝗤 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗟𝗼𝗼𝗺𝗶𝗻𝗴 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁 𝘁𝗼 𝗖𝘆𝗯𝗲𝗿𝘀𝗲𝗰𝘂𝗿𝗶𝘁𝘆 on November 16th 11 am EST.     Register now:  https://bit.ly/3BosAmh       Evan Kubes, Brian Lenahan, Maria Perepechaenko, Randy Kuang, James Nguyen, Michael Redding, Ken Dobell, Colin Osing, Raj Narula, P.Eng.    #quantum #community #security #registration #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi     ","['#𝟰:', '#quantum\u202f', '#community\u202f', '#security\u202f', '#registration\u202f', '#quantumtechnology\u202f', '#Y2Q\u202f', '#QuantumThreat\u202f', '#BringItOn\u202f', '#Quantropi\u202f']",11,0,0,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/the-quantum-insider/', 'www.linkedin.com/company/quantum-strategy-institute/', 'bit.ly/3BosAmh', 'www.linkedin.com/in/ACoAAAUsOQQBAukIR8mz2P2yBtTwdtLzWVcCamo', 'www.linkedin.com/in/ACoAAAK5Is0BXhlwpBNueZFZ5ZevCiDXQBj20ow', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6994401333176868864
"We are excited to announce that we are exhibiting at the Quantum Computing Expo, in Tokyo, 𝗢𝗰𝘁. 𝟮𝟲𝘁𝗵 - 𝟮𝟴𝘁𝗵. We will be one of the few quantum organizations presenting quantum secure communications at the event. \n\nDo visit our booth to collect your Icons of Cryptography collectable trading cards and learn about 𝗤𝗶𝗦𝗽𝗮𝗰𝗲™- the world’s first and only 𝗧𝗿𝗨𝗘 Quantum-Secure cryptography platform that provides all 3 prerequisites for end-to-end cybersecurity – 𝗧𝗿ust, 𝗨ncertainity, and 𝗘ntropy – “𝗧𝗿𝗨𝗘 “.\n\nLearn more about the conference: https://bit.ly/3MKgSI8\n\nJames Nguyen Michael Redding Ken Dobell Colin Osing Raj Narula, P.Eng. Randy Kuang#QuantumComputingExpo #Tokyo  #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity ","['#QuantumComputingExpo', '#Tokyo', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",15,1,3,Image,"['bit.ly/3MKgSI8', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6988860012466995200
"#𝗕𝗿𝗲𝗮𝗸𝗶𝗻𝗴 WEBINAR in 6 days!\n\nQuantum computers and Y2Q are fast approaching. The only way to minimize the risks associated with rampant security breaches is by transitioning to post-quantum security today. \n\nQiSpace™ is the first and only TrUE Quantum-Secure cryptography platform that provides all 3 prerequisites for end-to-end cybersecurity – 𝗧𝗿ust, 𝗨ncertainity, and 𝗘ntropy – “𝗧𝗿𝗨𝗘”\n\n𝗪𝗲𝗯𝗶𝗻𝗮𝗿 𝗔𝗴𝗲𝗻𝗱𝗮 #𝟳: TrUE building blocks of end-to-end Quantum Security\n\nJoin Quantropi Inc. CTO Michael Redding along with The Quantum Insider and Quantum Strategy Institute - 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗳𝗼𝗿 𝗬𝟮𝗤 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗟𝗼𝗼𝗺𝗶𝗻𝗴 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁 𝘁𝗼 𝗖𝘆𝗯𝗲𝗿𝘀𝗲𝗰𝘂𝗿𝗶𝘁𝘆 on November 16th 11 am EST.\n\nRegister now: https://bit.ly/3BosAmh \n\nEvan Kubes, Brian Lenahan, Maria Perepechaenko, Randy Kuang, James Nguyen, Michael Redding, Ken Dobell, Colin Osing, Raj Narula, P.Eng.\n\n#quantum #community #security #registration #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi","['#𝗕𝗿𝗲𝗮𝗸𝗶𝗻𝗴', '#𝟳:', '#quantum\u202f', '#community\u202f', '#security\u202f', '#registration\u202f', '#quantumtechnology\u202f', '#Y2Q\u202f', '#QuantumThreat\u202f', '#BringItOn\u202f', '#Quantropi']",23,0,1,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/the-quantum-insider/', 'www.linkedin.com/company/quantum-strategy-institute/', 'bit.ly/3BosAmh', 'www.linkedin.com/in/ACoAAAUsOQQBAukIR8mz2P2yBtTwdtLzWVcCamo', 'www.linkedin.com/in/ACoAAAK5Is0BXhlwpBNueZFZ5ZevCiDXQBj20ow', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6996510700495851520
"#Breaking #IQT2022\n\nCatch Quantropi Inc. CTO Michael Redding on a special panel on Oct. 25th at Inside Quantum Technology, New York – “𝗣𝗤𝗖 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀: 𝗪𝗵𝗼 𝘄𝗶𝗹𝗹 𝘂𝘀𝗲 𝘁𝗵𝗲𝗺 𝗮𝗻𝗱 𝘄𝗵𝗲𝗻?”\n\nJoin Mike, Michele Mosca, Ludovic Perret, Rosario Cammarota and Ben Packman, as they discuss the timeline and use cases of PQC for establishing quantum security.\n\nLearn More: https://bit.ly/3VxfqgeRegister today using the code IQTSPECIAL for a 10% discount on your tickets: https://bit.ly/3eEtT9y\n\nJames Nguyen Raj Narula,, Ken Dobell Randy Kuang Colin Osing Randy Kuang#IQT22 #InsideQuantumTechnology #NewYork #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#Breaking', '#IQT2022', '#IQT22', '#InsideQuantumTechnology', '#NewYork', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",19,1,3,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/in/ACoAAAcJSN0BvLeF9LX0h8EY6RLHt-Y1PVocDf8', 'www.linkedin.com/in/ACoAAAUAUc4BeAiuUNOUuBhbdsXAYgLrjH2xzLs', 'www.linkedin.com/in/ACoAAB5C0E4BVtX3EXjexve4poGeJ7kV-bjlKuE', 'www.linkedin.com/in/ACoAAAEDgKgBJTdtZkzAGLxsyyjsFXPw41fRBpc', 'bit.ly/3Vxfqge', 'bit.ly/3eEtT9y', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:6988218991546638336
"Qi Stats- By Quantropi Inc. \n\nAllocating a budget to address quantum security threats is integral to strategic security planning. \n\nSurprisingly, only 20% of companies are currently spending to protect themselves from the upcoming #Y2Q Quantum Threat – the rest are vulnerable to future quantum attacks by bad actors. \n\n@Quantropi provides quantum-secure cryptography against quantum attacks. Click to know more: https://bit.ly/3K11R38 \n\nFollow us on Twitter: https://lnkd.in/dESJxy2n\n\n#QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#Y2Q', '#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",21,0,0,Image,"['www.linkedin.com/company/quantropi/', 'bit.ly/3K11R38', 'lnkd.in/dESJxy2n']",https://www.linkedin.com/feed/update/urn:li:activity:6994674717643132928
"It's Cybersecurity awareness month and we’re back with another relevant fact.\n\nFact #3\n\nIt is possible that your data has already been compromised. It may be stored in a data centre owned by some malicious group, just waiting to be decrypted. The lack of a powerful quantum computer may be the only thing saving you from a major data breach!\n\nThe Y2Q Quantum threat is real. Cybersecurity leaders and professionals need to start preparing now against the ""Steal Now Crack Later"" strategy of these bad actors.\n\n#October #CybersecurityAwarnessMonth #StealNowCrackLater #Fact3 #quantumsecurity #cybersecurity #Y2Q #datasecurity #cryptography #QuantumThreat #BringItOn #Quantropi","['#3', '#October', '#CybersecurityAwarnessMonth', '#StealNowCrackLater', '#Fact3', '#quantumsecurity', '#cybersecurity', '#Y2Q', '#datasecurity', '#cryptography', '#QuantumThreat', '#BringItOn', '#Quantropi']",9,0,0,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:6991415323333640193
Happy Thanksgiving everyone!  We’d like to extend a warm thank you to all those who have supported us in our mission to preserve truth and trust in the global digital economy. Have a great day!,[],18,0,2,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:6985222460203802624
We have a Qi Insight Winner! 56% of people we polled on LinkedIn think that Y2Q will arrive in 3-5 Years.  Quantropi Inc. ’s QiSpace™ platform provides TrUE  Quantum-Secure cryptography against today’s cyberattacks and the looming Y2Q Quantum Threat.  Watch our latest video: https://bit.ly/3RQwOue #QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity,"['#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",3,0,0,Image,"['www.linkedin.com/company/quantropi/', 'bit.ly/3RQwOue']",https://www.linkedin.com/feed/update/urn:li:activity:6983501087370612737
"Qi Stats – By Quantropi \n\nSecurity threats from Y2Q &amp; quantum computers are well documented, but how many industry professionals are taking these seriously? \n\nAccording to Cambridge, only 49% of cybersecurity professionals believe they are knowledgeable about quantum security threats.  \n\nTo understand how to Quantum-Secure your company’s products, systems, and networks now &amp; for the upcoming #Y2Q Quantum Threat; visit our website: https://www.quantropi.com/\n\nFollow us on Twitter: https://lnkd.in/dESJxy2n\n\n#QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#Y2Q', '#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",3,0,0,Image,"['www.quantropi.com/', 'lnkd.in/dESJxy2n']",https://www.linkedin.com/feed/update/urn:li:activity:6984867583460003840
"Y2Q –the day quantum computers are expected to break today’s encryption – will soon arrive. Advancements in quantum computing will introduce significant threats to today’s encryption. The quantum threat is real and poses great risks to the economic and national security of countries around the world   𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 𝗔𝗴𝗲𝗻𝗱𝗮 #𝟰: ‘Y2Q timings and impacts’    Join us along with The Quantum Insider and Quantum Strategy Institute - 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗳𝗼𝗿 𝗬𝟮𝗤 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗟𝗼𝗼𝗺𝗶𝗻𝗴 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁 𝘁𝗼 𝗰𝘆𝗯𝗲𝗿𝘀𝗲𝗰𝘂𝗿𝗶𝘁𝘆 on November 16th.     Register now: https://bit.ly/3BosAmh     Evan Kubes, Brian Lenahan, Maria Perepechaenko, Randy Kuang, James Nguyen, Michael Redding, Ken Dobell, Colin Osing, Raj Narula, P.Eng.  #quantum #community #security #registration #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi    ","['#𝟰:', '#quantum\u202f', '#community\u202f', '#security\u202f', '#registration\u202f', '#quantumtechnology\u202f', '#Y2Q\u202f', '#QuantumThreat\u202f', '#BringItOn\u202f', '#Quantropi\u202f']",17,0,0,Image,"['www.linkedin.com/company/the-quantum-insider/', 'www.linkedin.com/company/quantum-strategy-institute/', 'bit.ly/3BosAmh', 'www.linkedin.com/in/ACoAAAUsOQQBAukIR8mz2P2yBtTwdtLzWVcCamo', 'www.linkedin.com/in/ACoAAAK5Is0BXhlwpBNueZFZ5ZevCiDXQBj20ow', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6992520054844092416
"We’re attending #Arch2022!\n\nJoin @Quantropi Inc. executives Michael Redding and Raj Narula P.Eng.,(𝗕𝗼𝗼𝘁𝗵 𝟴𝗗𝟲𝟱) to learn about 𝗤𝗶𝗦𝗽𝗮𝗰𝗲™- the world’s first and only 𝗧𝗿𝗨𝗘 Quantum-Secure cryptography platform that provides all 3 prerequisites for end-to-end cybersecurity – 𝗧𝗿ust, 𝗨ncertainity, and 𝗘ntropy – “𝗧𝗿𝗨𝗘 ”. \n\nLook forward to connecting with Tomorrow Street, Vodafone’s global network and the Luxembourg (and European) tech community on 𝗢𝗰𝘁𝗼𝗯𝗲𝗿 𝟮𝟲𝘁𝗵 𝗮𝗻𝗱 𝟮𝟳𝘁𝗵 in #Luxembourg. See you there! Book your tickets now: https://www.archsummit.lu/ James Nguyen Ken Dobell Colin Osing Randy Kuang#ArchSummit #Luxembourg #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity  ","['#Arch2022!', '#Luxembourg.', '#ArchSummit', '#Luxembourg', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",15,0,3,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/tomorrow-street/', 'www.linkedin.com/company/vodafone/', 'www.archsummit.lu/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:6989252199318970368
